period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,US,United States,1532.041064,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,US,United States,660.185377,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,US,United States,20.518503,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,US,United States,851.337184,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,US,United States,1839.963465,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,US,United States,69.955239,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,US,United States,1770.008225,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,US,United States,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,US,United States,961.035381,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,US,United States,543.730128,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,US,United States,324.753553,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,US,United States,92.5517,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,US,United States,260.58728,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,US,United States,192.689533,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,US,United States,66.504678,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,US,United States,1.393069,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,US,United States,340.780362,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,US,United States,272.964192,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,US,United States,67.81617,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,US,United States,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WY,Wyoming,56.183157,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WY,Wyoming,8.857512,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WY,Wyoming,9.933711,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WY,Wyoming,37.391934,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WY,Wyoming,35.36184,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,.562731,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OK,Oklahoma,87.08498,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OK,Oklahoma,40.644913,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OK,Oklahoma,36.202755,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OK,Oklahoma,10.237311,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,25.499749,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,15.671556,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.022765,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,OK,Oklahoma,9.805428,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,30.522336,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,2.425633,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,28.096703,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,23.886372,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,16.724022,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,6.730466,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,OK,Oklahoma,.431884,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,3.302255,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,2.477975,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.824279,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,3.874268,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,3.345726,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,.528542,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,OK,Oklahoma,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,90.591835,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,32.549156,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,35.767888,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,22.274791,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,31.083373,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,9.533001,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,.230425,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,21.319947,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,29.50431,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,.244798,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,29.259512,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,WI,Wisconsin,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,11.923731,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,7.994453,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,2.974435,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,.954844,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,7.538255,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,6.483456,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.054799,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,0,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,10.542165,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.293448,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,2.248717,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,WI,Wisconsin,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MO,Missouri,112.873437,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MO,Missouri,16.916587,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MO,Missouri,41.640382,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MO,Missouri,54.316468,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MO,Missouri,56.786482,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MO,Missouri,4.142334,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MO,Missouri,.163033,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MO,Missouri,52.481116,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,MO,Missouri,36.63087,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,MO,Missouri,.255203,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,MO,Missouri,36.375666,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,MO,Missouri,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,MO,Missouri,7.968104,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,MO,Missouri,3.355592,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,MO,Missouri,2.803523,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,MO,Missouri,1.808989,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,MO,Missouri,4.635115,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MO,Missouri,3.564161,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,MO,Missouri,1.044591,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,MO,Missouri,.026363,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,MO,Missouri,6.852866,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,MO,Missouri,5.599297,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,MO,Missouri,1.253569,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,MO,Missouri,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,ND,North Dakota,57.02639,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,ND,North Dakota,9.972985,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,ND,North Dakota,11.676219,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,ND,North Dakota,35.377186,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,ND,North Dakota,27.930821,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.718616,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.02597,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,ND,North Dakota,27.186236,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,ND,North Dakota,8.708845,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,1.953797,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,ND,North Dakota,6.755049,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,ND,North Dakota,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,ND,North Dakota,17.831295,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,5.662644,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,ND,North Dakota,4.019317,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,ND,North Dakota,8.149333,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,ND,North Dakota,1.354097,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.901632,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.410847,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,ND,North Dakota,.041617,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,ND,North Dakota,1.201332,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,.736296,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,ND,North Dakota,.465036,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,ND,North Dakota,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WV,West Virginia,79.179688,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WV,West Virginia,14.66965,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WV,West Virginia,13.112041,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WV,West Virginia,51.397997,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WV,West Virginia,51.417827,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,.949536,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.122827,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,WV,West Virginia,50.345464,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,WV,West Virginia,12.544764,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.904174,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,WV,West Virginia,10.64059,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,WV,West Virginia,11.744011,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,9.014095,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,WV,West Virginia,1.677382,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,WV,West Virginia,1.052533,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,WV,West Virginia,1.73077,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.361092,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.369679,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,WV,West Virginia,1.742317,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.440753,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,WV,West Virginia,.301564,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,WV,West Virginia,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MS,Mississippi,65.067647,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MS,Mississippi,32.58162,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MS,Mississippi,26.14228,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MS,Mississippi,6.343746,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MS,Mississippi,26.753132,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,20.598889,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.005154,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MS,Mississippi,6.149089,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,MS,Mississippi,23.312926,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,2.075198,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,MS,Mississippi,21.237728,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,MS,Mississippi,11.784712,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,7.587161,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,MS,Mississippi,4.002893,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,MS,Mississippi,.194657,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,MS,Mississippi,1.667617,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,1.097538,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.570079,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,MS,Mississippi,1.549261,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,1.222835,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,MS,Mississippi,.326426,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,MS,Mississippi,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NC,North Carolina,116.608999,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NC,North Carolina,39.248583,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NC,North Carolina,61.741531,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NC,North Carolina,15.618886,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NC,North Carolina,40.082408,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,25.296367,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NC,North Carolina,.218877,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NC,North Carolina,14.567164,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,NC,North Carolina,54.421798,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,.413265,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,NC,North Carolina,54.008533,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,NC,North Carolina,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,NC,North Carolina,10.155334,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,6.409856,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,NC,North Carolina,2.784182,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,NC,North Carolina,.961295,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,NC,North Carolina,6.509259,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,3.206559,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,NC,North Carolina,3.212273,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,NC,North Carolina,.090427,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,NC,North Carolina,5.440201,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,3.922536,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,NC,North Carolina,1.517665,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,NC,North Carolina,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MN,Minnesota,84.413355,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MN,Minnesota,27.883816,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MN,Minnesota,38.852745,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MN,Minnesota,17.676794,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MN,Minnesota,19.89167,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,3.745635,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MN,Minnesota,.042638,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MN,Minnesota,16.103397,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,MN,Minnesota,29.144208,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,.939653,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,MN,Minnesota,28.204555,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,MN,Minnesota,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,MN,Minnesota,16.692414,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,8.171687,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,MN,Minnesota,6.954134,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,MN,Minnesota,1.566593,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,MN,Minnesota,8.065092,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,6.645185,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,MN,Minnesota,1.413103,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,CO,Coal,MN,Minnesota,.006804,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,TO,All Fuels,MN,Minnesota,10.619971,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,8.381656,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,PE,Petroleum,MN,Minnesota,2.238315,million metric tons of CO2
2022,RC,Residential carbon dioxide emissions,CO,Coal,MN,Minnesota,0,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,IL,Illinois,183.691769,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,IL,Illinois,59.523325,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,IL,Illinois,76.669513,million metric tons of CO2
2022,TT,Total carbon dioxide emissions from all sectors,CO,Coal,IL,Illinois,47.498931,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,IL,Illinois,48.752945,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,IL,Illinois,7.797347,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,IL,Illinois,.035889,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,IL,Illinois,40.919709,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,TO,All Fuels,IL,Illinois,59.768096,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,NG,Natural Gas,IL,Illinois,1.047931,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,PE,Petroleum,IL,Illinois,58.720166,million metric tons of CO2
2022,TC,Transportation carbon dioxide emissions,CO,Coal,IL,Illinois,0,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,TO,All Fuels,IL,Illinois,35.017251,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,NG,Natural Gas,IL,Illinois,14.167744,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,PE,Petroleum,IL,Illinois,14.427376,million metric tons of CO2
2022,IC,Industrial carbon dioxide emissions,CO,Coal,IL,Illinois,6.422131,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,TO,All Fuels,IL,Illinois,15.387687,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,NG,Natural Gas,IL,Illinois,13.347587,million metric tons of CO2
2022,CC,Commercial carbon dioxide emissions,PE,Petroleum,IL,Illinois,1.883009,million metric tons of CO2
